Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Avg Velocity (m/s),Range of Motion (mm),Peak Velocity (m/s),Peak Velocity Location (%),Duration of rep (sec)
"overhead press",1,2,"20","kgs","","","04/03/2021, 12:21:51","00:04:14.9",0.80,655,1.87,407,0.824
"overhead press",1,3,"20","kgs","","","04/03/2021, 12:21:51","00:04:14.9",1.05,652,1.69,463,0.619
"overhead press",2,1,"25","kgs","","","04/03/2021, 12:21:51","00:00:41.4",1.13,634,1.69,456,0.56
"overhead press",2,2,"25","kgs","","","04/03/2021, 12:21:51","00:00:41.4",1.00,622,1.54,417,0.623
"overhead press",2,3,"25","kgs","","","04/03/2021, 12:21:51","00:00:41.4",0.84,632,1.47,343,0.751
"overhead press",3,1,"30","kgs","","","04/03/2021, 12:21:51","00:00:44.2",0.96,648,1.35,266,0.677
"overhead press",3,2,"30","kgs","","","04/03/2021, 12:21:51","00:00:44.2",0.92,636,1.29,245,0.692
"overhead press",4,1,"35","kgs","","","04/03/2021, 12:21:51","00:00:44.9",0.85,645,1.14,533,0.757
"overhead press",4,2,"35","kgs","","","04/03/2021, 12:21:51","00:00:44.9",0.78,627,1.02,281,0.807
"overhead press",5,1,"40","kgs","","","04/03/2021, 12:21:51","00:00:50.7",0.69,629,0.94,207,0.907
"overhead press",6,1,"45","kgs","","","04/03/2021, 12:21:51","00:00:47.8",0.58,607,0.80,146,1.054
"overhead press",7,1,"50","kgs","","","04/03/2021, 12:21:51","00:01:15.4",0.40,622,0.69,132,1.573
"overhead press",8,1,"52,5","kgs","","","04/03/2021, 12:21:51","00:02:31.2",0.35,601,0.66,120,1.698
"overhead press",9,1,"55","kgs","","","04/03/2021, 12:21:51","00:01:58.8",0.18,622,0.59,106,3.404
"squat",1,1,"20","kgs","","high bar","05/03/2021, 11:27:30","00:00:00",1.08,606,1.79,423,0.56
"squat",1,2,"20","kgs","","high bar","05/03/2021, 11:27:30","00:00:00",1.14,656,1.81,458,0.576
"squat",1,3,"20","kgs","","high bar","05/03/2021, 11:27:30","00:00:00",1.16,670,1.84,456,0.579
"squat",2,1,"40","kgs","","high bar","05/03/2021, 11:27:30","00:01:21.8",1.07,664,1.72,469,0.623
"squat",2,2,"40","kgs","","high bar","05/03/2021, 11:27:30","00:01:21.8",1.04,680,1.55,488,0.654
"squat",2,3,"40","kgs","","high bar","05/03/2021, 11:27:30","00:01:21.8",1.02,668,1.51,464,0.653
"squat",3,1,"60","kgs","","high bar","05/03/2021, 11:27:30","00:01:31.9",0.87,632,1.34,464,0.724
"squat",3,2,"60","kgs","","high bar","05/03/2021, 11:27:30","00:01:31.9",0.90,655,1.35,481,0.729
"squat",4,1,"80","kgs","","high bar","05/03/2021, 11:27:30","00:01:13.7",0.74,640,1.20,517,0.861
"squat",4,2,"80","kgs","","high bar","05/03/2021, 11:27:30","00:01:13.7",0.75,643,1.23,541,0.854
"squat",5,1,"100","kgs","","high bar","05/03/2021, 11:27:30","00:01:59.3",0.59,637,1.11,561,1.074
"squat",6,1,"110","kgs","","high bar","05/03/2021, 11:27:30","00:01:26.2",0.56,662,1.13,577,1.179
"squat",7,1,"120","kgs","","high bar","05/03/2021, 11:27:30","00:01:53.6",0.41,644,0.93,566,1.564
"squat",8,1,"125","kgs","","high bar","05/03/2021, 11:27:30","00:02:21.7",0.39,635,0.93,567,1.617
"squat",9,1,"130","kgs","","high bar","05/03/2021, 11:27:30","00:03:42.1",0.28,647,0.96,571,2.337
"squat",10,1,"107,5","kgs","","high bar","05/03/2021, 11:27:30","00:02:45.7",0.55,636,1.03,549,1.151
"squat",11,1,"107,5","kgs","","high bar","05/03/2021, 11:27:30","00:00:40.8",0.51,640,1.06,564,1.251
"squat",12,1,"107,5","kgs","","high bar","05/03/2021, 11:27:30","00:00:39.6",0.53,644,1.02,572,1.209
"squat",13,1,"107,5","kgs","","high bar","05/03/2021, 11:27:30","00:00:41.9",0.51,642,1.01,567,1.253
"squat",14,1,"107,5","kgs","","high bar","05/03/2021, 11:27:30","00:00:38.0",0.49,627,0.95,560,1.289
"squat",15,1,"107,5","kgs","","high bar","05/03/2021, 11:27:30","00:00:43.4",0.52,646,0.94,562,1.241
"squat",16,1,"107,5","kgs","","high bar","05/03/2021, 11:27:30","00:00:38.0",0.45,620,0.96,551,1.373
"squat",17,1,"107,5","kgs","","high bar","05/03/2021, 11:27:30","00:00:40.8",0.43,619,0.84,558,1.446
"overhead press",1,1,"20","kgs","","","05/03/2021, 11:27:30","00:02:01.4",1.19,634,1.78,360,0.535
"overhead press",1,2,"20","kgs","","","05/03/2021, 11:27:30","00:02:01.4",0.98,626,1.81,399,0.64
"overhead press",1,3,"20","kgs","","","05/03/2021, 11:27:30","00:02:01.4",0.92,651,1.66,408,0.711
"overhead press",2,1,"25","kgs","","","05/03/2021, 11:27:30","00:00:48.0",0.94,645,1.61,464,0.683
"overhead press",2,2,"25","kgs","","","05/03/2021, 11:27:30","00:00:48.0",1.07,622,1.52,336,0.58
"overhead press",2,3,"25","kgs","","","05/03/2021, 11:27:30","00:00:48.0",1.03,630,1.46,502,0.61
"overhead press",3,1,"30","kgs","","","05/03/2021, 11:27:30","00:00:44.5",1.02,646,1.37,287,0.636
"overhead press",3,2,"30","kgs","","","05/03/2021, 11:27:30","00:00:44.5",0.93,594,1.25,255,0.641
"overhead press",4,1,"35","kgs","","","05/03/2021, 11:27:30","00:00:50.3",0.88,626,1.16,470,0.713
"overhead press",4,2,"35","kgs","","","05/03/2021, 11:27:30","00:00:50.3",0.79,614,1.01,193,0.775
"overhead press",5,1,"40","kgs","","","05/03/2021, 11:27:30","00:01:11.1",0.75,641,0.97,203,0.859
"overhead press",6,1,"45","kgs","","","05/03/2021, 11:27:30","00:00:41.4",0.59,627,0.81,145,1.064
"overhead press",7,1,"50","kgs","","","05/03/2021, 11:27:30","00:01:11.1",0.43,629,0.66,113,1.444
"overhead press",8,1,"52,5","kgs","","","05/03/2021, 11:27:30","00:01:13.5",0.38,623,0.62,107,1.658
"overhead press",9,1,"55","kgs","","","05/03/2021, 11:27:30","00:01:35.5",0.22,601,0.60,100,2.773
"overhead press",10,1,"45","kgs","","","05/03/2021, 11:27:30","00:06:05.0",0.58,627,0.85,152,1.089
"overhead press",11,1,"45","kgs","","","05/03/2021, 11:27:30","00:00:25.3",0.51,596,0.72,133,1.171
"overhead press",12,1,"45","kgs","","","05/03/2021, 11:27:30","00:00:29.4",0.52,647,0.75,147,1.255
"overhead press",13,1,"45","kgs","","","05/03/2021, 11:27:30","00:00:34.2",0.45,610,0.72,139,1.363
"squat",1,1,"20","kgs","","high bar","08/03/2021, 11:11:33","00:00:00",1.16,653,1.82,467,0.566
"squat",1,2,"20","kgs","","high bar","08/03/2021, 11:11:33","00:00:00",1.17,651,1.82,383,0.557
"squat",1,3,"20","kgs","","high bar","08/03/2021, 11:11:33","00:00:00",1.25,705,1.94,402,0.564
"squat",2,1,"40","kgs","","high bar","08/03/2021, 11:11:33","00:01:03.6",1.05,652,1.68,467,0.618
"squat",2,2,"40","kgs","","high bar","08/03/2021, 11:11:33","00:01:03.6",1.10,678,1.67,494,0.614
"squat",2,3,"40","kgs","","high bar","08/03/2021, 11:11:33","00:01:03.6",1.14,708,1.69,504,0.622
"squat",3,1,"60","kgs","","high bar","08/03/2021, 11:11:33","00:01:33.8",0.93,651,1.45,477,0.703
"squat",3,2,"60","kgs","","high bar","08/03/2021, 11:11:33","00:01:33.8",0.96,673,1.38,568,0.704
"squat",4,1,"80","kgs","","high bar","08/03/2021, 11:11:33","00:01:24.4",0.76,648,1.23,530,0.851
"squat",4,2,"80","kgs","","high bar","08/03/2021, 11:11:33","00:01:24.4",0.81,681,1.29,584,0.836
"squat",5,1,"100","kgs","","high bar","08/03/2021, 11:11:33","00:01:30.0",0.62,648,1.19,560,1.042
"squat",6,1,"110","kgs","","high bar","08/03/2021, 11:11:33","00:01:09.9",0.58,672,1.11,580,1.155
"squat",7,1,"120","kgs","","high bar","08/03/2021, 11:11:33","00:01:28.3",0.50,675,1.10,590,1.346
"squat",8,1,"125","kgs","","high bar","08/03/2021, 11:11:33","00:01:28.3",0.40,657,0.99,581,1.627
"squat",9,1,"130","kgs","","high bar","08/03/2021, 11:11:33","00:01:50.4",0.35,641,0.86,576,1.845
"squat",10,1,"135","kgs","","high bar","08/03/2021, 11:11:33","00:02:04.2",0.28,628,0.72,566,2.212
"squat",11,1,"112,5","kgs","","high bar","08/03/2021, 11:11:33","00:03:10.9",0.52,643,1.06,565,1.235
"squat",12,1,"112,5","kgs","","high bar","08/03/2021, 11:11:33","00:00:41.4",0.49,670,1.08,582,1.373
"squat",13,1,"112,5","kgs","","high bar","08/03/2021, 11:11:33","00:00:41.4",0.45,659,1.05,577,1.455
"squat",14,1,"112,5","kgs","","high bar","08/03/2021, 11:11:33","00:00:45.6",0.41,651,0.97,577,1.587
"overhead press",1,1,"20","kgs","","","08/03/2021, 11:11:33","00:03:09.4",1.33,631,1.97,439,0.475
"overhead press",1,2,"20","kgs","","","08/03/2021, 11:11:33","00:03:09.4",0.95,629,1.75,394,0.663
"overhead press",1,3,"20","kgs","","","08/03/2021, 11:11:33","00:03:09.4",1.18,627,1.71,433,0.533
"overhead press",2,1,"25","kgs","","","08/03/2021, 11:11:33","00:00:47.7",1.14,647,1.75,471,0.566
"overhead press",2,2,"25","kgs","","","08/03/2021, 11:11:33","00:00:47.7",1.13,622,1.64,434,0.553
"overhead press",2,3,"25","kgs","","","08/03/2021, 11:11:33","00:00:47.7",0.79,183,1.38,177,0.233
"overhead press",3,1,"30","kgs","","","08/03/2021, 11:11:33","00:00:46.8",1.01,663,1.45,525,0.654
"overhead press",3,2,"30","kgs","","","08/03/2021, 11:11:33","00:00:46.8",0.73,632,1.35,463,0.863
"overhead press",4,1,"35","kgs","","","08/03/2021, 11:11:33","00:00:45.9",0.86,637,1.21,472,0.738
"overhead press",4,2,"35","kgs","","","08/03/2021, 11:11:33","00:00:45.9",0.84,627,1.09,507,0.742
"overhead press",5,1,"40","kgs","","","08/03/2021, 11:11:33","00:00:54.0",0.64,626,0.98,201,0.978
"overhead press",6,1,"45","kgs","","","08/03/2021, 11:11:33","00:00:55.1",0.59,612,0.85,137,1.03
"overhead press",7,1,"50","kgs","","","08/03/2021, 11:11:33","00:01:13.7",0.47,622,0.74,134,1.338
"overhead press",8,1,"52,5","kgs","","","08/03/2021, 11:11:33","00:01:17.9",0.43,615,0.70,130,1.428
"overhead press",9,1,"55","kgs","","","08/03/2021, 11:11:33","00:02:09.5",0.26,611,0.60,97,2.38
"overhead press",10,1,"45","kgs","","","08/03/2021, 11:11:33","00:02:09.8",0.60,623,0.83,154,1.039
"overhead press",11,1,"45","kgs","","","08/03/2021, 11:11:33","00:00:28.7",0.56,624,0.77,144,1.112
"overhead press",12,1,"45","kgs","","","08/03/2021, 11:11:33","00:00:33.5",0.48,615,0.75,134,1.276
"overhead press",13,1,"45","kgs","","","08/03/2021, 11:11:33","00:00:32.7",0.51,618,0.73,136,1.215
"overhead press",14,1,"45","kgs","","","08/03/2021, 11:11:33","00:00:28.5",0.51,608,0.74,125,1.202
"overhead press",15,1,"45","kgs","","","08/03/2021, 11:11:33","00:00:27.4",0.47,602,0.71,127,1.293
"overhead press",16,1,"45","kgs","","","08/03/2021, 11:11:33","00:00:29.1",0.43,597,0.71,124,1.38
"overhead press",17,1,"45","kgs","","","08/03/2021, 11:11:33","00:00:33.1",0.47,596,0.71,129,1.277
"overhead press",18,1,"45","kgs","","","08/03/2021, 11:11:33","00:00:31.4",0.47,591,0.70,120,1.264
"overhead press",19,1,"45","kgs","","","08/03/2021, 11:11:33","00:00:33.0",0.39,602,0.74,140,1.541
"squat",1,1,"20","kgs","","high bar","09/03/2021, 11:39:52","00:00:00",1.16,682,1.87,428,0.586
"squat",1,2,"20","kgs","","high bar","09/03/2021, 11:39:52","00:00:00",1.06,645,1.62,436,0.61
"squat",1,3,"20","kgs","","high bar","09/03/2021, 11:39:52","00:00:00",1.35,696,1.94,444,0.516
"squat",2,1,"40","kgs","","high bar","09/03/2021, 11:39:52","00:01:09.7",1.06,670,1.66,461,0.633
"squat",2,2,"40","kgs","","high bar","09/03/2021, 11:39:52","00:01:09.7",1.11,691,1.75,478,0.624
"squat",2,3,"40","kgs","","high bar","09/03/2021, 11:39:52","00:01:09.7",1.07,678,1.63,470,0.632
"squat",3,1,"60","kgs","","high bar","09/03/2021, 11:39:52","00:01:32.1",0.94,667,1.50,550,0.712
"squat",3,2,"60","kgs","","high bar","09/03/2021, 11:39:52","00:01:32.1",0.97,689,1.51,535,0.712
"squat",4,1,"80","kgs","","high bar","09/03/2021, 11:39:52","00:01:09.6",0.75,638,1.24,530,0.848
"squat",4,2,"80","kgs","","high bar","09/03/2021, 11:39:52","00:01:09.6",0.75,663,1.31,566,0.887
"squat",5,1,"100","kgs","","high bar","09/03/2021, 11:39:52","00:01:43.7",0.60,670,1.21,571,1.125
"squat",6,1,"110","kgs","","high bar","09/03/2021, 11:39:52","00:01:38.1",0.52,659,1.04,578,1.28
"squat",7,1,"120","kgs","","high bar","09/03/2021, 11:39:52","00:01:50.8",0.42,653,1.02,574,1.544
"squat",8,1,"125","kgs","","high bar","09/03/2021, 11:39:52","00:01:58.1",0.37,642,1.01,567,1.756
"squat",9,1,"130","kgs","","high bar","09/03/2021, 11:39:52","00:02:17.8",0.28,642,0.78,580,2.309
"squat",10,1,"110","kgs","","high bar","09/03/2021, 11:39:52","00:03:12.6",0.50,647,1.10,565,1.285
"squat",11,1,"110","kgs","","high bar","09/03/2021, 11:39:52","00:00:40.7",0.42,646,1.04,568,1.545
"squat",12,1,"110","kgs","","high bar","09/03/2021, 11:39:52","00:00:50.8",0.45,655,0.97,586,1.443
"squat",13,1,"110","kgs","","high bar","09/03/2021, 11:39:52","00:00:42.1",0.44,652,1.06,571,1.475
"squat",14,1,"110","kgs","","high bar","09/03/2021, 11:39:52","00:00:42.5",0.44,644,1.04,566,1.455
"squat",15,1,"110","kgs","","high bar","09/03/2021, 11:39:52","00:00:42.0",0.40,658,0.93,579,1.667
"overhead press",1,1,"20","kgs","","","09/03/2021, 11:39:52","00:02:40.2",1.11,644,1.85,419,0.579
"overhead press",1,2,"20","kgs","","","09/03/2021, 11:39:52","00:02:40.2",1.07,648,1.68,289,0.606
"overhead press",1,3,"20","kgs","","","09/03/2021, 11:39:52","00:02:40.2",0.99,630,1.67,343,0.637
"overhead press",2,1,"25","kgs","","","09/03/2021, 11:39:52","00:00:58.8",1.07,645,1.61,458,0.602
"overhead press",2,2,"25","kgs","","","09/03/2021, 11:39:52","00:00:58.8",1.07,633,1.62,428,0.591
"overhead press",2,3,"25","kgs","","","09/03/2021, 11:39:52","00:00:58.8",1.02,616,1.43,496,0.601
"overhead press",3,1,"30","kgs","","","09/03/2021, 11:39:52","00:00:46.1",0.99,652,1.35,478,0.661
"overhead press",3,2,"30","kgs","","","09/03/2021, 11:39:52","00:00:46.1",0.98,647,1.31,461,0.663
"overhead press",4,1,"35","kgs","","","09/03/2021, 11:39:52","00:00:44.5",0.82,620,1.09,206,0.756
"overhead press",4,2,"35","kgs","","","09/03/2021, 11:39:52","00:00:44.5",0.77,615,1.00,275,0.797
"overhead press",5,1,"40","kgs","","","09/03/2021, 11:39:52","00:00:49.8",0.68,629,0.94,163,0.924
"overhead press",6,1,"45","kgs","","","09/03/2021, 11:39:52","00:01:00.4",0.60,631,0.85,154,1.05
"overhead press",7,1,"50","kgs","","","09/03/2021, 11:39:52","00:01:17.4",0.39,611,0.71,126,1.562
"overhead press",8,1,"52,5","kgs","","","09/03/2021, 11:39:52","00:01:42.9",0.40,614,0.66,110,1.555
"overhead press",9,1,"55","kgs","","","09/03/2021, 11:39:52","00:01:47.6",0.25,622,0.59,101,2.524
"overhead press",10,1,"45","kgs","","","09/03/2021, 11:39:52","00:02:46.1",0.55,617,0.83,152,1.122
"overhead press",11,1,"45","kgs","","","09/03/2021, 11:39:52","00:00:31.3",0.46,632,0.81,153,1.387
"overhead press",12,1,"45","kgs","","","09/03/2021, 11:39:52","00:00:31.3",0.49,606,0.74,140,1.241
"overhead press",13,1,"45","kgs","","","09/03/2021, 11:39:52","00:00:31.2",0.45,620,0.75,128,1.366
"squat",1,1,"20","kgs","","high bar","10/03/2021, 11:30:42","00:00:00",1.07,629,1.82,426,0.589
"squat",1,2,"20","kgs","","high bar","10/03/2021, 11:30:42","00:00:00",1.19,679,1.86,458,0.569
"squat",1,3,"20","kgs","","high bar","10/03/2021, 11:30:42","00:00:00",1.24,692,1.94,380,0.558
"squat",2,1,"40","kgs","","high bar","10/03/2021, 11:30:42","00:01:02.7",1.07,659,1.76,451,0.616
"squat",2,2,"40","kgs","","high bar","10/03/2021, 11:30:42","00:01:02.7",1.09,687,1.71,484,0.631
"squat",2,3,"40","kgs","","high bar","10/03/2021, 11:30:42","00:01:02.7",1.09,688,1.69,476,0.631
"squat",3,1,"60","kgs","","high bar","10/03/2021, 11:30:42","00:01:25.4",0.95,677,1.61,512,0.71
"squat",3,2,"60","kgs","","high bar","10/03/2021, 11:30:42","00:01:25.4",1.01,714,1.52,547,0.709
"squat",4,1,"80","kgs","","high bar","10/03/2021, 11:30:42","00:01:03.1",0.76,662,1.31,565,0.867
"squat",4,2,"80","kgs","","high bar","10/03/2021, 11:30:42","00:01:03.1",0.79,661,1.31,515,0.835
"squat",5,1,"100","kgs","","high bar","10/03/2021, 11:30:42","00:01:36.2",0.65,657,1.20,567,1.009
"squat",6,1,"110","kgs","","high bar","10/03/2021, 11:30:42","00:01:59.9",0.56,656,1.12,566,1.181
"squat",7,1,"120","kgs","","high bar","10/03/2021, 11:30:42","00:01:51.1",0.45,658,1.02,581,1.454
"squat",8,1,"125","kgs","","high bar","10/03/2021, 11:30:42","00:03:26.0",0.36,663,1.01,580,1.822
"squat",9,1,"130","kgs","","high bar","10/03/2021, 11:30:42","00:02:18.8",0.32,632,0.81,569,1.96
"squat",10,1,"135","kgs","","high bar","10/03/2021, 11:30:42","00:02:48.5",0.23,621,0.68,566,2.697
"squat",11,1,"110","kgs","","high bar","10/03/2021, 11:30:42","00:02:12.8",0.45,632,0.84,566,1.405
"squat",12,1,"110","kgs","","high bar","10/03/2021, 11:30:42","00:00:41.9",0.50,658,1.08,576,1.307
"squat",13,1,"110","kgs","","high bar","10/03/2021, 11:30:42","00:00:40.7",0.47,648,0.94,571,1.395
"squat",14,1,"110","kgs","","high bar","10/03/2021, 11:30:42","00:00:51.3",0.49,641,1.01,564,1.298
"squat",15,1,"110","kgs","","high bar","10/03/2021, 11:30:42","00:00:43.1",0.37,649,0.89,576,1.735
"overhead press",1,1,"20","kgs","","","10/03/2021, 11:30:42","00:01:56.1",1.27,640,1.98,450,0.502
"overhead press",1,2,"20","kgs","","","10/03/2021, 11:30:42","00:01:56.1",1.20,610,1.77,328,0.508
"overhead press",1,3,"20","kgs","","","10/03/2021, 11:30:42","00:01:56.1",0.96,652,1.79,458,0.679
"overhead press",2,1,"25","kgs","","","10/03/2021, 11:30:42","00:00:39.1",1.07,649,1.67,449,0.606
"overhead press",2,2,"25","kgs","","","10/03/2021, 11:30:42","00:00:39.1",1.01,615,1.47,324,0.607
"overhead press",2,3,"25","kgs","","","10/03/2021, 11:30:42","00:00:39.1",1.07,641,1.52,504,0.597
"overhead press",3,1,"30","kgs","","","10/03/2021, 11:30:42","00:00:44.9",0.98,630,1.36,418,0.641
"overhead press",3,2,"30","kgs","","","10/03/2021, 11:30:42","00:00:44.9",0.99,638,1.30,236,0.647
"overhead press",4,1,"35","kgs","","","10/03/2021, 11:30:42","00:00:41.9",0.77,617,1.06,467,0.801
"overhead press",4,2,"35","kgs","","","10/03/2021, 11:30:42","00:00:41.9",0.62,602,1.02,286,0.97
"overhead press",5,1,"40","kgs","","","10/03/2021, 11:30:42","00:01:03.5",0.69,611,0.90,172,0.879
"overhead press",6,1,"45","kgs","","","10/03/2021, 11:30:42","00:01:14.9",0.57,609,0.86,142,1.06
"overhead press",7,1,"50","kgs","","","10/03/2021, 11:30:42","00:01:42.5",0.45,606,0.70,132,1.362
"overhead press",8,1,"52,5","kgs","","","10/03/2021, 11:30:42","00:01:42.4",0.34,614,0.70,108,1.832
"overhead press",9,1,"55","kgs","","rep split,bug","10/03/2021, 11:30:42","00:01:46.6",0.34,336,0.59,97,0.998
"overhead press",9,2,"55","kgs","","rep split,bug","10/03/2021, 11:30:42","00:01:46.6",0.10,166,0.16,91,1.612
"overhead press",10,1,"45","kgs","","","10/03/2021, 11:30:42","00:03:20.5",0.56,611,0.84,146,1.081
"overhead press",11,1,"45","kgs","","","10/03/2021, 11:30:42","00:00:29.4",0.41,611,0.80,162,1.481
"overhead press",12,1,"45","kgs","","","10/03/2021, 11:30:42","00:00:37.4",0.46,627,0.76,129,1.362
"overhead press",13,1,"45","kgs","","","10/03/2021, 11:30:42","00:00:37.7",0.47,610,0.81,130,1.288
"overhead press",14,1,"45","kgs","","","10/03/2021, 11:30:42","00:00:56.7",0.49,601,0.80,126,1.222
"overhead press",15,1,"45","kgs","","","10/03/2021, 11:30:42","00:00:27.0",0.49,617,0.78,135,1.252
"overhead press",16,1,"45","kgs","","","10/03/2021, 11:30:42","00:00:29.1",0.48,617,0.78,139,1.29
"overhead press",17,1,"45","kgs","","","10/03/2021, 11:30:42","00:00:30.9",0.43,613,0.77,144,1.437
"overhead press",18,1,"45","kgs","","","10/03/2021, 11:30:42","00:00:32.6",0.46,616,0.76,146,1.351
"overhead press",19,1,"45","kgs","","","10/03/2021, 11:30:42","00:00:27.4",0.46,620,0.77,141,1.362
"overhead press",20,1,"45","kgs","","","10/03/2021, 11:30:42","00:00:28.2",0.37,606,0.73,129,1.626
"squat",1,1,"20","kgs","","high bar","11/03/2021, 11:44:25","00:00:00",1.10,633,1.74,432,0.577
"squat",2,1,"40","kgs","","high bar","11/03/2021, 11:44:25","00:01:32.0",1.09,671,1.78,503,0.618
"squat",2,2,"40","kgs","","high bar","11/03/2021, 11:44:25","00:01:32.0",1.10,665,1.72,456,0.604
"squat",2,3,"40","kgs","","high bar","11/03/2021, 11:44:25","00:01:32.0",1.08,707,1.67,484,0.653
"squat",3,1,"60","kgs","","high bar","11/03/2021, 11:44:25","00:01:27.9",0.92,645,1.51,489,0.703
"squat",3,2,"60","kgs","","high bar","11/03/2021, 11:44:25","00:01:27.9",0.96,679,1.56,505,0.71
"squat",4,1,"80","kgs","","high bar","11/03/2021, 11:44:25","00:00:57.9",0.81,662,1.36,502,0.814
"squat",4,2,"80","kgs","","high bar","11/03/2021, 11:44:25","00:00:57.9",0.81,681,1.32,578,0.839
"squat",5,1,"100","kgs","","high bar","11/03/2021, 11:44:25","00:01:32.0",0.64,647,1.17,563,1.006
"squat",6,1,"110","kgs","","high bar","11/03/2021, 11:44:25","00:01:15.7",0.54,669,1.04,584,1.251
"squat",7,1,"120","kgs","","high bar","11/03/2021, 11:44:25","00:01:41.5",0.42,671,1.01,589,1.585
"squat",8,1,"125","kgs","","high bar","11/03/2021, 11:44:25","00:01:50.2",0.38,673,0.97,592,1.756
"squat",9,1,"130","kgs","","high bar","11/03/2021, 11:44:25","00:02:14.1",0.27,657,0.73,596,2.412
"squat",10,1,"105","kgs","","high bar","11/03/2021, 11:44:25","00:02:23.6",0.56,652,0.98,580,1.16
"squat",11,1,"105","kgs","","high bar","11/03/2021, 11:44:25","00:00:40.9",0.53,665,1.07,576,1.247
"squat",12,1,"105","kgs","","high bar","11/03/2021, 11:44:25","00:00:43.0",0.56,671,1.05,591,1.208
"squat",13,1,"105","kgs","","high bar","11/03/2021, 11:44:25","00:00:40.5",0.52,659,0.97,575,1.277
"squat",14,1,"105","kgs","","high bar","11/03/2021, 11:44:25","00:00:38.5",0.53,654,1.01,582,1.244
"squat",15,1,"105","kgs","","high bar","11/03/2021, 11:44:25","00:00:38.5",0.54,662,1.10,574,1.238
"squat",16,1,"105","kgs","","high bar","11/03/2021, 11:44:25","00:00:41.8",0.49,661,0.94,584,1.338
"squat",17,1,"105","kgs","","high bar","11/03/2021, 11:44:25","00:00:41.6",0.48,652,0.89,584,1.365
"squat",18,1,"105","kgs","","high bar","11/03/2021, 11:44:25","00:00:43.1",0.42,647,0.88,585,1.549
"overhead press",1,1,"20","kgs","","","11/03/2021, 11:44:25","00:01:53.9",1.24,648,1.83,372,0.524
"overhead press",1,2,"20","kgs","","","11/03/2021, 11:44:25","00:01:53.9",1.15,599,1.64,360,0.52
"overhead press",1,3,"20","kgs","","","11/03/2021, 11:44:25","00:01:53.9",1.19,640,1.82,419,0.54
"overhead press",2,1,"25","kgs","","","11/03/2021, 11:44:25","00:00:38.7",1.07,631,1.55,451,0.587
"overhead press",2,2,"25","kgs","","","11/03/2021, 11:44:25","00:00:38.7",1.07,625,1.58,447,0.585
"overhead press",2,3,"25","kgs","","","11/03/2021, 11:44:25","00:00:38.7",1.07,634,1.46,300,0.594
"overhead press",3,1,"30","kgs","","","11/03/2021, 11:44:25","00:00:44.4",0.91,632,1.40,356,0.697
"overhead press",3,2,"30","kgs","","","11/03/2021, 11:44:25","00:00:44.4",0.87,630,1.24,289,0.726
"overhead press",4,1,"35","kgs","","","11/03/2021, 11:44:25","00:00:41.4",0.80,617,1.08,510,0.767
"overhead press",4,2,"35","kgs","","","11/03/2021, 11:44:25","00:00:41.4",0.69,613,1.03,194,0.882
"overhead press",5,1,"40","kgs","","","11/03/2021, 11:44:25","00:00:49.9",0.69,611,0.88,139,0.883
"overhead press",6,1,"45","kgs","","","11/03/2021, 11:44:25","00:00:48.1",0.55,601,0.72,134,1.101
"overhead press",7,1,"50","kgs","","","11/03/2021, 11:44:25","00:01:07.2",0.41,611,0.71,123,1.476
"overhead press",8,1,"52,5","kgs","","","11/03/2021, 11:44:25","00:01:37.4",0.32,607,0.66,124,1.876
"overhead press",9,1,"55","kgs","","","11/03/2021, 11:44:25","00:02:09.7",0.33,598,0.63,95,1.814
"overhead press",10,1,"45","kgs","","","11/03/2021, 11:44:25","00:02:03.5",0.50,587,0.81,126,1.171
"overhead press",11,1,"45","kgs","","","11/03/2021, 11:44:25","00:00:25.4",0.51,591,0.80,132,1.155
"overhead press",12,1,"45","kgs","","","11/03/2021, 11:44:25","00:00:27.2",0.46,591,0.76,127,1.289
"overhead press",13,1,"45","kgs","","","11/03/2021, 11:44:25","00:00:30.4",0.49,580,0.74,124,1.187
"overhead press",14,1,"45","kgs","","","11/03/2021, 11:44:25","00:00:30.0",0.43,583,0.73,117,1.347
"overhead press",15,1,"45","kgs","","","11/03/2021, 11:44:25","00:00:25.4",0.45,587,0.69,118,1.301
"squat",1,1,"20","kgs","","high bar","15/03/2021, 12:04:54","00:00:00",1.15,644,1.88,448,0.562
"squat",1,2,"20","kgs","","high bar","15/03/2021, 12:04:54","00:00:00",1.17,678,1.84,476,0.578
"squat",1,3,"20","kgs","","high bar","15/03/2021, 12:04:54","00:00:00",1.24,708,1.91,463,0.573
"squat",2,1,"40","kgs","","high bar","15/03/2021, 12:04:54","00:01:14.9",1.06,646,1.67,450,0.609
"squat",2,2,"40","kgs","","high bar","15/03/2021, 12:04:54","00:01:14.9",1.12,692,1.74,481,0.616
"squat",2,3,"40","kgs","","high bar","15/03/2021, 12:04:54","00:01:14.9",1.10,692,1.64,489,0.631
"squat",3,1,"60","kgs","","high bar","15/03/2021, 12:04:54","00:01:34.0",0.94,676,1.53,516,0.72
"squat",3,2,"60","kgs","","high bar","15/03/2021, 12:04:54","00:01:34.0",0.95,680,1.47,525,0.714
"squat",4,1,"80","kgs","","high bar","15/03/2021, 12:04:54","00:01:03.6",0.79,671,1.24,545,0.854
