Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Avg Velocity (m/s),Range of Motion (mm),Peak Velocity (m/s),Peak Velocity Location (%),Duration of rep (sec)
"squat",4,2,"80","kgs","","high bar","15/03/2021, 12:04:54","00:01:03.6",0.82,691,1.35,569,0.844
"squat",5,1,"100","kgs","","high bar","15/03/2021, 12:04:54","00:01:58.9",0.65,683,1.20,585,1.048
"squat",6,1,"110","kgs","","high bar","15/03/2021, 12:04:54","00:03:31.5",0.56,664,1.09,581,1.182
"squat",7,1,"120","kgs","","high bar","15/03/2021, 12:04:54","00:03:07.6",0.48,676,1.07,588,1.394
"squat",8,1,"125","kgs","","high bar","15/03/2021, 12:04:54","00:02:42.7",0.41,666,0.96,590,1.609
"squat",9,1,"130","kgs","","high bar","15/03/2021, 12:04:54","00:03:54.5",0.32,652,0.81,588,2.057
"squat",10,1,"105","kgs","","high bar","15/03/2021, 12:04:54","00:03:02.5",0.55,625,0.99,535,1.129
"squat",10,2,"105","kgs","","high bar","15/03/2021, 12:04:54","00:03:02.5",0.54,647,0.90,564,1.211
"squat",10,3,"105","kgs","","high bar","15/03/2021, 12:04:54","00:03:02.5",0.53,663,0.91,576,1.263
"squat",10,4,"105","kgs","","high bar","15/03/2021, 12:04:54","00:03:02.5",0.47,652,0.67,573,1.384
"squat",10,5,"105","kgs","","high bar","15/03/2021, 12:04:54","00:03:02.5",0.42,660,0.83,588,1.558
"squat",10,6,"105","kgs","","high bar","15/03/2021, 12:04:54","00:03:02.5",0.40,671,0.91,596,1.68
"squat",11,1,"105","kgs","","high bar","15/03/2021, 12:04:54","00:00:47.2",0.52,657,1.02,577,1.257
"squat",11,2,"105","kgs","","high bar","15/03/2021, 12:04:54","00:00:47.2",0.42,669,0.93,597,1.596
"squat",11,3,"105","kgs","","high bar","15/03/2021, 12:04:54","00:00:47.2",0.43,695,0.89,619,1.609
"squat",12,1,"105","kgs","","high bar","15/03/2021, 12:04:54","00:00:53.3",0.48,672,0.90,595,1.398
"squat",12,2,"105","kgs","","high bar","15/03/2021, 12:04:54","00:00:53.3",0.43,665,0.76,585,1.532
"squat",12,3,"105","kgs","","high bar","15/03/2021, 12:04:54","00:00:53.3",0.43,660,0.74,592,1.547
"squat",13,1,"105","kgs","","high bar","15/03/2021, 12:04:54","00:00:48.1",0.47,657,0.84,586,1.409
"squat",13,2,"105","kgs","","high bar","15/03/2021, 12:04:54","00:00:48.1",0.41,671,0.76,602,1.643
"squat",13,3,"105","kgs","","high bar","15/03/2021, 12:04:54","00:00:48.1",0.35,671,0.72,610,1.931
"overhead press",1,1,"20","kgs","","","15/03/2021, 12:04:54","00:02:30.4",1.20,651,2.12,458,0.543
"overhead press",1,2,"20","kgs","","","15/03/2021, 12:04:54","00:02:30.4",1.20,616,1.80,265,0.513
"overhead press",1,3,"20","kgs","","","15/03/2021, 12:04:54","00:02:30.4",1.18,622,1.82,389,0.529
"overhead press",2,1,"25","kgs","","","15/03/2021, 12:04:54","00:00:49.2",0.92,639,1.72,457,0.693
"overhead press",2,2,"25","kgs","","","15/03/2021, 12:04:54","00:00:49.2",0.88,630,1.54,457,0.718
"overhead press",2,3,"25","kgs","","","15/03/2021, 12:04:54","00:00:49.2",0.74,656,1.53,466,0.886
"overhead press",3,1,"30","kgs","","","15/03/2021, 12:04:54","00:00:45.1",0.99,636,1.41,296,0.644
"overhead press",3,2,"30","kgs","","","15/03/2021, 12:04:54","00:00:45.1",0.93,623,1.29,454,0.671
"overhead press",4,1,"35","kgs","","","15/03/2021, 12:04:54","00:00:53.9",0.84,615,1.21,470,0.729
"overhead press",4,2,"35","kgs","","","15/03/2021, 12:04:54","00:00:53.9",0.75,638,1.09,289,0.853
"overhead press",5,1,"40","kgs","","","15/03/2021, 12:04:54","00:00:52.4",0.73,646,0.99,217,0.885
"overhead press",6,1,"45","kgs","","","15/03/2021, 12:04:54","00:00:50.0",0.56,606,0.85,162,1.08
"overhead press",7,1,"50","kgs","","","15/03/2021, 12:04:54","00:00:57.6",0.42,619,0.70,129,1.477
"overhead press",8,1,"52,5","kgs","","","15/03/2021, 12:04:54","00:01:16.2",0.37,600,0.68,98,1.636
"overhead press",9,1,"55","kgs","","","15/03/2021, 12:04:54","00:01:45.6",0.23,591,0.61,101,2.516
"overhead press",10,1,"42,5","kgs","","","15/03/2021, 12:04:54","00:03:23.6",0.69,608,0.94,155,0.879
"overhead press",10,2,"42,5","kgs","","","15/03/2021, 12:04:54","00:03:23.6",0.64,603,0.80,133,0.94
"overhead press",10,3,"42,5","kgs","","","15/03/2021, 12:04:54","00:03:23.6",0.53,604,0.81,144,1.15
"overhead press",10,4,"42,5","kgs","","","15/03/2021, 12:04:54","00:03:23.6",0.56,610,0.78,144,1.097
"overhead press",10,5,"42,5","kgs","","","15/03/2021, 12:04:54","00:03:23.6",0.49,593,0.74,140,1.205
"overhead press",10,6,"42,5","kgs","","","15/03/2021, 12:04:54","00:03:23.6",0.46,605,0.68,131,1.322
"overhead press",11,1,"42,5","kgs","","","15/03/2021, 12:04:54","00:00:31.5",0.47,587,0.77,138,1.256
"overhead press",11,2,"42,5","kgs","","","15/03/2021, 12:04:54","00:00:31.5",0.42,574,0.67,121,1.352
"overhead press",11,3,"42,5","kgs","","","15/03/2021, 12:04:54","00:00:31.5",0.37,602,0.70,127,1.629
"overhead press",12,1,"42,5","kgs","","","15/03/2021, 12:04:54","00:00:37.2",0.41,569,0.71,116,1.385
"overhead press",12,2,"42,5","kgs","","","15/03/2021, 12:04:54","00:00:37.2",0.38,586,0.71,124,1.556
"overhead press",12,3,"42,5","kgs","","","15/03/2021, 12:04:54","00:00:37.2",0.31,580,0.65,112,1.846
"squat",1,1,"20","kgs","","high bar","17/03/2021, 11:08:16","00:00:00",1.13,622,1.84,345,0.55
"squat",1,2,"20","kgs","","high bar","17/03/2021, 11:08:16","00:00:00",1.18,687,1.89,396,0.581
"squat",1,3,"20","kgs","","high bar","17/03/2021, 11:08:16","00:00:00",1.18,680,1.90,381,0.579
"squat",2,1,"40","kgs","","high bar","17/03/2021, 11:08:16","00:01:13.8",1.08,683,1.78,491,0.635
"squat",2,2,"40","kgs","","high bar","17/03/2021, 11:08:16","00:01:13.8",1.07,684,1.72,494,0.637
"squat",2,3,"40","kgs","","high bar","17/03/2021, 11:08:16","00:01:13.8",1.04,698,1.65,506,0.669
"squat",3,1,"60","kgs","","high bar","17/03/2021, 11:08:16","00:01:24.3",0.94,662,1.49,503,0.706
"squat",3,2,"60","kgs","","high bar","17/03/2021, 11:08:16","00:01:24.3",0.94,681,1.52,511,0.722
"squat",4,1,"80","kgs","","high bar","17/03/2021, 11:08:16","00:00:58.3",0.78,659,1.38,558,0.844
"squat",4,2,"80","kgs","","high bar","17/03/2021, 11:08:16","00:00:58.3",0.84,711,1.41,592,0.851
"squat",5,1,"100","kgs","","high bar","17/03/2021, 11:08:16","00:01:58.1",0.64,670,1.24,571,1.046
"squat",6,1,"110","kgs","","high bar","17/03/2021, 11:08:16","00:02:10.7",0.55,650,1.07,565,1.184
"squat",7,1,"120","kgs","","high bar","17/03/2021, 11:08:16","00:01:45.8",0.49,673,1.07,579,1.359
"squat",8,1,"125","kgs","","high bar","17/03/2021, 11:08:16","00:02:10.0",0.43,673,1.01,584,1.554
"squat",9,1,"130","kgs","","high bar","17/03/2021, 11:08:16","00:02:14.8",0.38,667,0.96,587,1.744
"squat",10,1,"110","kgs","","high bar","17/03/2021, 11:08:16","00:03:10.4",0.55,647,1.02,560,1.187
"squat",10,2,"110","kgs","","high bar","17/03/2021, 11:08:16","00:03:10.4",0.54,668,1.04,575,1.227
"squat",10,3,"110","kgs","","high bar","17/03/2021, 11:08:16","00:03:10.4",0.50,671,1.01,579,1.347
"squat",10,4,"110","kgs","","high bar","17/03/2021, 11:08:16","00:03:10.4",0.51,687,0.88,591,1.355
"squat",10,5,"110","kgs","","high bar","17/03/2021, 11:08:16","00:03:10.4",0.47,680,0.85,591,1.432
"squat",10,6,"110","kgs","","high bar","17/03/2021, 11:08:16","00:03:10.4",0.39,649,0.87,578,1.674
"squat",11,1,"110","kgs","","high bar","17/03/2021, 11:08:16","00:00:45.4",0.49,650,0.98,566,1.334
"squat",11,2,"110","kgs","","high bar","17/03/2021, 11:08:16","00:00:45.4",0.41,647,0.92,558,1.57
"squat",11,3,"110","kgs","","high bar","17/03/2021, 11:08:16","00:00:45.4",0.37,652,0.79,579,1.774
"squat",12,1,"110","kgs","","high bar","17/03/2021, 11:08:16","00:00:45.8",0.52,662,1.07,575,1.284
"squat",12,2,"110","kgs","","high bar","17/03/2021, 11:08:16","00:00:45.8",0.44,657,0.93,586,1.504
"squat",12,3,"110","kgs","","high bar","17/03/2021, 11:08:16","00:00:45.8",0.39,658,0.82,594,1.676
"squat",13,1,"110","kgs","","high bar","17/03/2021, 11:08:16","00:00:49.6",0.48,660,0.95,574,1.379
"squat",13,2,"110","kgs","","high bar","17/03/2021, 11:08:16","00:00:49.6",0.38,650,0.81,578,1.696
"squat",13,3,"110","kgs","","high bar","17/03/2021, 11:08:16","00:00:49.6",0.35,648,0.72,589,1.851
"squat",14,1,"110","kgs","","high bar","17/03/2021, 11:08:16","00:00:48.9",0.39,630,0.89,561,1.631
"squat",14,2,"110","kgs","","high bar","17/03/2021, 11:08:16","00:00:48.9",0.37,652,0.82,577,1.768
"squat",14,3,"110","kgs","","high bar","17/03/2021, 11:08:16","00:00:48.9",0.34,651,0.65,593,1.913
"overhead press",1,1,"20","kgs","","","17/03/2021, 11:08:16","00:02:34.2",1.01,633,1.92,394,0.626
"overhead press",1,2,"20","kgs","","","17/03/2021, 11:08:16","00:02:34.2",1.18,614,1.87,428,0.52
"overhead press",1,3,"20","kgs","","","17/03/2021, 11:08:16","00:02:34.2",1.16,642,1.79,424,0.552
"overhead press",2,1,"25","kgs","","","17/03/2021, 11:08:16","00:00:47.7",1.09,626,1.63,349,0.574
"overhead press",2,2,"25","kgs","","","17/03/2021, 11:08:16","00:00:47.7",1.06,610,1.52,431,0.575
"overhead press",2,3,"25","kgs","","","17/03/2021, 11:08:16","00:00:47.7",1.08,633,1.54,440,0.584
"overhead press",3,1,"30","kgs","","","17/03/2021, 11:08:16","00:00:47.3",0.79,644,1.36,511,0.813
"overhead press",3,2,"30","kgs","","","17/03/2021, 11:08:16","00:00:47.3",0.90,631,1.29,489,0.701
"overhead press",4,1,"35","kgs","","","17/03/2021, 11:08:16","00:00:50.6",0.81,607,1.09,228,0.745
"overhead press",4,2,"35","kgs","","","17/03/2021, 11:08:16","00:00:50.6",0.81,607,1.05,214,0.755
"overhead press",5,1,"40","kgs","","","17/03/2021, 11:08:16","00:02:13.4",0.74,611,0.98,175,0.825
"overhead press",6,1,"45","kgs","","","17/03/2021, 11:08:16","00:00:50.3",0.59,608,0.81,128,1.023
"overhead press",7,1,"50","kgs","","","17/03/2021, 11:08:16","00:01:17.7",0.45,618,0.71,119,1.36
"overhead press",8,1,"52,5","kgs","","","17/03/2021, 11:08:16","00:01:58.8",0.33,611,0.66,118,1.875
"overhead press",9,1,"55","kgs","","","17/03/2021, 11:08:16","00:03:36.3",0.33,601,0.60,107,1.832
"overhead press",10,1,"42,5","kgs","","","17/03/2021, 11:08:16","00:03:11.4",0.65,599,0.88,200,0.926
"overhead press",10,2,"42,5","kgs","","","17/03/2021, 11:08:16","00:03:11.4",0.61,606,0.83,145,0.99
"overhead press",10,3,"42,5","kgs","","","17/03/2021, 11:08:16","00:03:11.4",0.52,600,0.77,136,1.153
"overhead press",10,4,"42,5","kgs","","","17/03/2021, 11:08:16","00:03:11.4",0.49,602,0.76,129,1.221
"overhead press",10,5,"42,5","kgs","","","17/03/2021, 11:08:16","00:03:11.4",0.45,591,0.73,126,1.33
"overhead press",10,6,"42,5","kgs","","","17/03/2021, 11:08:16","00:03:11.4",0.41,615,0.68,123,1.488
"overhead press",11,1,"42,5","kgs","","","17/03/2021, 11:08:16","00:00:30.0",0.37,575,0.69,127,1.56
"overhead press",11,2,"42,5","kgs","","","17/03/2021, 11:08:16","00:00:30.0",0.36,594,0.66,128,1.636
"overhead press",11,3,"42,5","kgs","","","17/03/2021, 11:08:16","00:00:30.0",0.29,586,0.62,121,1.988
"overhead press",12,1,"42,5","kgs","","","17/03/2021, 11:08:16","00:00:39.6",0.43,579,0.68,112,1.349
"overhead press",12,2,"42,5","kgs","","","17/03/2021, 11:08:16","00:00:39.6",0.33,596,0.66,121,1.796
"overhead press",12,3,"42,5","kgs","","","17/03/2021, 11:08:16","00:00:39.6",0.31,596,0.64,116,1.913
"squat",1,1,"20","kgs","","high bar","19/03/2021, 11:08:56","00:00:00",1.04,616,1.72,373,0.592
"squat",1,2,"20","kgs","","high bar","19/03/2021, 11:08:56","00:00:00",1.07,684,1.73,437,0.641
"squat",1,3,"20","kgs","","high bar","19/03/2021, 11:08:56","00:00:00",1.14,688,1.86,431,0.601
"squat",2,1,"40","kgs","","high bar","19/03/2021, 11:08:56","00:01:35.8",1.05,679,1.78,499,0.648
"squat",2,2,"40","kgs","","high bar","19/03/2021, 11:08:56","00:01:35.8",1.06,688,1.72,528,0.648
"squat",2,3,"40","kgs","","high bar","19/03/2021, 11:08:56","00:01:35.8",1.07,679,1.69,517,0.633
"squat",3,1,"60","kgs","","high bar","19/03/2021, 11:08:56","00:02:01.9",0.93,667,1.59,513,0.716
"squat",3,2,"60","kgs","","high bar","19/03/2021, 11:08:56","00:02:01.9",0.93,671,1.52,517,0.723
"squat",4,1,"80","kgs","","high bar","19/03/2021, 11:08:56","00:01:00.3",0.78,663,1.38,567,0.846
"squat",4,2,"80","kgs","","high bar","19/03/2021, 11:08:56","00:01:00.3",0.79,686,1.41,578,0.867
"squat",5,1,"100","kgs","","high bar","19/03/2021, 11:08:56","00:01:37.0",0.63,679,1.23,576,1.081
"squat",6,1,"110","kgs","","high bar","19/03/2021, 11:08:56","00:01:23.3",0.54,665,1.11,579,1.223
"squat",7,1,"120","kgs","","high bar","19/03/2021, 11:08:56","00:01:23.5",0.44,660,1.05,579,1.491
"squat",8,1,"125","kgs","","high bar","19/03/2021, 11:08:56","00:01:27.3",0.39,652,0.96,573,1.668
"squat",9,1,"130","kgs","","high bar","19/03/2021, 11:08:56","00:01:52.1",0.33,646,0.97,571,1.944
"squat",10,1,"105","kgs","","high bar","19/03/2021, 11:08:56","00:04:40.1",0.56,633,0.96,560,1.133
"squat",10,2,"105","kgs","","high bar","19/03/2021, 11:08:56","00:04:40.1",0.54,645,0.91,571,1.189
"squat",10,3,"105","kgs","","high bar","19/03/2021, 11:08:56","00:04:40.1",0.53,657,0.93,573,1.23
"squat",10,4,"105","kgs","","high bar","19/03/2021, 11:08:56","00:04:40.1",0.47,647,0.90,571,1.377
"squat",10,5,"105","kgs","","high bar","19/03/2021, 11:08:56","00:04:40.1",0.45,635,0.81,566,1.4
"squat",10,6,"105","kgs","","high bar","19/03/2021, 11:08:56","00:04:40.1",0.41,663,0.85,591,1.626
"squat",11,1,"105","kgs","","high bar","19/03/2021, 11:08:56","00:00:43.4",0.46,657,1.00,573,1.438
"squat",11,2,"105","kgs","","high bar","19/03/2021, 11:08:56","00:00:43.4",0.46,665,0.91,591,1.436
"squat",11,3,"105","kgs","","high bar","19/03/2021, 11:08:56","00:00:43.4",0.38,661,0.84,593,1.739
"squat",12,1,"105","kgs","","high bar","19/03/2021, 11:08:56","00:00:48.9",0.45,648,0.99,570,1.451
"squat",12,2,"105","kgs","","high bar","19/03/2021, 11:08:56","00:00:48.9",0.42,671,0.93,586,1.581
"squat",12,3,"105","kgs","","high bar","19/03/2021, 11:08:56","00:00:48.9",0.34,617,0.76,560,1.835
"overhead press",1,1,"20","kgs","","","19/03/2021, 11:08:56","00:02:12.6",1.21,621,1.90,398,0.512
"overhead press",1,2,"20","kgs","","","19/03/2021, 11:08:56","00:02:12.6",0.89,630,1.79,399,0.707
"overhead press",1,3,"20","kgs","","","19/03/2021, 11:08:56","00:02:12.6",0.81,652,1.70,467,0.81
"overhead press",2,1,"25","kgs","","","19/03/2021, 11:08:56","00:00:38.9",1.08,630,1.50,285,0.581
"overhead press",2,2,"25","kgs","","","19/03/2021, 11:08:56","00:00:38.9",0.85,623,1.41,504,0.732
"overhead press",2,3,"25","kgs","","","19/03/2021, 11:08:56","00:00:38.9",0.73,646,1.36,287,0.888
"overhead press",3,1,"30","kgs","","","19/03/2021, 11:08:56","00:00:45.4",1.01,632,1.38,465,0.624
"overhead press",3,2,"30","kgs","","","19/03/2021, 11:08:56","00:00:45.4",0.93,611,1.25,238,0.657
"overhead press",4,1,"35","kgs","","","19/03/2021, 11:08:56","00:00:41.9",0.84,617,1.07,198,0.734
"overhead press",4,2,"35","kgs","","","19/03/2021, 11:08:56","00:00:41.9",0.81,612,1.01,513,0.759
"overhead press",5,1,"40","kgs","","","19/03/2021, 11:08:56","00:00:59.6",0.71,624,0.95,195,0.882
"overhead press",6,1,"45","kgs","","","19/03/2021, 11:08:56","00:00:56.0",0.56,611,0.83,139,1.097
"overhead press",7,1,"50","kgs","","","19/03/2021, 11:08:56","00:01:05.2",0.47,608,0.72,122,1.297
"overhead press",8,1,"52,5","kgs","","","19/03/2021, 11:08:56","00:01:04.9",0.39,625,0.66,101,1.616
"overhead press",9,1,"55","kgs","","","19/03/2021, 11:08:56","00:01:07.5",0.27,597,0.62,107,2.197
"overhead press",10,1,"42,5","kgs","","","19/03/2021, 11:08:56","00:01:41.1",0.54,609,0.89,136,1.12
"overhead press",10,2,"42,5","kgs","","","19/03/2021, 11:08:56","00:01:41.1",0.54,613,0.79,140,1.144
"overhead press",10,3,"42,5","kgs","","","19/03/2021, 11:08:56","00:01:41.1",0.55,613,0.76,147,1.124
"overhead press",10,4,"42,5","kgs","","","19/03/2021, 11:08:56","00:01:41.1",0.46,596,0.70,128,1.291
"overhead press",10,5,"42,5","kgs","","","19/03/2021, 11:08:56","00:01:41.1",0.48,609,0.68,122,1.28
"overhead press",10,6,"42,5","kgs","","","19/03/2021, 11:08:56","00:01:41.1",0.42,617,0.74,138,1.479
"overhead press",11,1,"42,5","kgs","","","19/03/2021, 11:08:56","00:00:28.9",0.45,593,0.70,118,1.313
"overhead press",11,2,"42,5","kgs","","","19/03/2021, 11:08:56","00:00:28.9",0.37,601,0.72,135,1.624
"overhead press",11,3,"42,5","kgs","","","19/03/2021, 11:08:56","00:00:28.9",0.33,597,0.65,126,1.805
"deadlift",1,1,"70","kgs","","conventional","22/03/2021, 11:14:00","00:00:00",0.79,570,1.60,385,0.718
"deadlift",1,2,"70","kgs","","conventional","22/03/2021, 11:14:00","00:00:00",0.82,571,1.54,396,0.696
"deadlift",1,3,"70","kgs","","conventional","22/03/2021, 11:14:00","00:00:00",0.85,581,1.56,396,0.68
"deadlift",2,1,"90","kgs","","conventional","22/03/2021, 11:14:00","00:01:05.1",0.63,569,1.27,400,0.908
"deadlift",2,2,"90","kgs","","conventional","22/03/2021, 11:14:00","00:01:05.1",0.71,592,1.31,415,0.835
"deadlift",2,3,"90","kgs","","conventional","22/03/2021, 11:14:00","00:01:05.1",0.70,589,1.29,411,0.835
"deadlift",3,1,"110","kgs","","conventional,hook grip","22/03/2021, 11:14:00","00:02:25.6",0.60,561,1.06,407,0.938
"deadlift",3,2,"110","kgs","","conventional,hook grip","22/03/2021, 11:14:00","00:02:25.6",0.62,569,1.11,428,0.923
"deadlift",4,1,"120","kgs","","conventional,hook grip","22/03/2021, 11:14:00","00:02:19.5",0.55,553,0.94,426,1.006
"deadlift",5,1,"130","kgs","","conventional,hook grip","22/03/2021, 11:14:00","00:01:09.6",0.45,539,0.77,429,1.198
"deadlift",6,1,"140","kgs","","conventional,hook grip","22/03/2021, 11:14:00","00:01:49.2",0.35,535,0.55,421,1.509
"deadlift",7,1,"150","kgs","","conventional,hook grip","22/03/2021, 11:14:00","00:02:16.4",0.27,516,0.53,435,1.901
"deadlift",8,1,"160","kgs","","conventional,hook grip","22/03/2021, 11:14:00","00:02:41.0",0.19,499,0.38,413,2.654
"deadlift",9,1,"125","kgs","","conventional,straps","22/03/2021, 11:14:00","00:03:13.6",0.43,527,0.76,443,1.228
"deadlift",9,2,"125","kgs","","conventional,straps","22/03/2021, 11:14:00","00:03:13.6",0.43,538,0.77,428,1.247
"deadlift",9,3,"125","kgs","","conventional,straps","22/03/2021, 11:14:00","00:03:13.6",0.39,532,0.75,418,1.38
"deadlift",9,4,"125","kgs","","conventional,straps","22/03/2021, 11:14:00","00:03:13.6",0.42,525,0.72,334,1.247
"deadlift",9,5,"125","kgs","","conventional,straps","22/03/2021, 11:14:00","00:03:13.6",0.37,525,0.62,341,1.419
"deadlift",9,6,"125","kgs","","conventional,straps","22/03/2021, 11:14:00","00:03:13.6",0.34,527,0.59,415,1.546
"deadlift",10,1,"125","kgs","","conventional,straps","22/03/2021, 11:14:00","00:00:34.8",0.34,529,0.57,420,1.555
"deadlift",10,2,"125","kgs","","conventional,straps","22/03/2021, 11:14:00","00:00:34.8",0.32,533,0.64,347,1.66
"deadlift",10,3,"125","kgs","","conventional,straps","22/03/2021, 11:14:00","00:00:34.8",0.29,533,0.54,420,1.81
"deadlift",11,1,"125","kgs","","conventional,straps","22/03/2021, 11:14:00","00:00:51.2",0.31,524,0.55,458,1.712
"deadlift",11,2,"125","kgs","","conventional,straps","22/03/2021, 11:14:00","00:00:51.2",0.39,532,0.65,358,1.367
"deadlift",11,3,"125","kgs","","conventional,straps","22/03/2021, 11:14:00","00:00:51.2",0.33,537,0.57,425,1.637
"overhead press",1,1,"20","kgs","","","22/03/2021, 11:14:00","00:04:32.1",1.24,647,1.90,378,0.52
"overhead press",1,2,"20","kgs","","","22/03/2021, 11:14:00","00:04:32.1",1.14,634,1.66,306,0.556
"overhead press",1,3,"20","kgs","","","22/03/2021, 11:14:00","00:04:32.1",1.18,654,1.78,465,0.557
"overhead press",2,1,"25","kgs","","","22/03/2021, 11:14:00","00:00:43.8",0.93,640,1.71,427,0.686
"overhead press",2,2,"25","kgs","","","22/03/2021, 11:14:00","00:00:43.8",0.91,658,1.42,268,0.721
"overhead press",2,3,"25","kgs","","","22/03/2021, 11:14:00","00:00:43.8",0.82,664,1.32,278,0.811
"overhead press",3,1,"30","kgs","","","22/03/2021, 11:14:00","00:00:51.9",0.97,642,1.34,484,0.662
"overhead press",3,2,"30","kgs","","","22/03/2021, 11:14:00","00:00:51.9",0.93,642,1.29,489,0.694
"overhead press",4,1,"35","kgs","","","22/03/2021, 11:14:00","00:00:49.1",0.86,622,1.12,476,0.723
"overhead press",4,2,"35","kgs","","","22/03/2021, 11:14:00","00:00:49.1",0.83,643,1.13,488,0.776
"overhead press",5,1,"40","kgs","","","22/03/2021, 11:14:00","00:01:04.1",0.74,612,0.96,201,0.824
"overhead press",6,1,"45","kgs","","","22/03/2021, 11:14:00","00:01:16.1",0.64,627,0.85,159,0.975
"overhead press",7,1,"50","kgs","","","22/03/2021, 11:14:00","00:01:29.6",0.52,627,0.76,132,1.213
"overhead press",8,1,"55","kgs","","","22/03/2021, 11:14:00","00:01:31.7",0.35,629,0.66,94,1.785
"overhead press",9,1,"57,5","kgs","","bug,rep split","22/03/2021, 11:14:00","00:02:18.1",0.27,464,0.63,112,1.736
"overhead press",9,2,"57,5","kgs","","bug,rep split","22/03/2021, 11:14:00","00:02:18.1",0.21,154,0.29,91,0.721
"overhead press",10,1,"45","kgs","","","22/03/2021, 11:14:00","00:01:54.7",0.56,601,0.84,146,1.073
"overhead press",10,2,"45","kgs","","","22/03/2021, 11:14:00","00:01:54.7",0.49,637,0.76,176,1.293
"overhead press",10,3,"45","kgs","","","22/03/2021, 11:14:00","00:01:54.7",0.44,616,0.72,153,1.411
"overhead press",10,4,"45","kgs","","","22/03/2021, 11:14:00","00:01:54.7",0.39,591,0.67,129,1.504
"overhead press",10,5,"45","kgs","","","22/03/2021, 11:14:00","00:01:54.7",0.41,586,0.60,117,1.425
"overhead press",10,6,"45","kgs","","","22/03/2021, 11:14:00","00:01:54.7",0.32,606,0.67,130,1.882
"overhead press",11,1,"45","kgs","","","22/03/2021, 11:14:00","00:00:30.8",0.41,584,0.65,112,1.434
"overhead press",11,2,"45","kgs","","","22/03/2021, 11:14:00","00:00:30.8",0.31,595,0.61,119,1.9
"overhead press",11,3,"45","kgs","","","22/03/2021, 11:14:00","00:00:30.8",0.24,609,0.56,119,2.552
"squat",1,1,"20","kgs","","high bar","23/03/2021, 10:49:14","00:00:00",1.03,626,1.51,403,0.61
"squat",1,2,"20","kgs","","high bar","23/03/2021, 10:49:14","00:00:00",1.09,643,1.70,415,0.589
"squat",1,3,"20","kgs","","high bar","23/03/2021, 10:49:14","00:00:00",1.10,685,1.72,451,0.625
"squat",2,1,"40","kgs","","high bar","23/03/2021, 10:49:14","00:01:13.0",1.02,664,1.65,476,0.652
"squat",2,2,"40","kgs","","high bar","23/03/2021, 10:49:14","00:01:13.0",1.08,689,1.68,484,0.638
